essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,essay_length
6035,3,"In the story “Do not exceed posted speed limit""  the author Joe Kurmaskie tells you that there many things you have to go through before you get there. The example is when ""he stops and asks for directions to Yosemite state park"". Because he did what to get lost. When he had to and other towns. The next example is when he came to a rock in the road:  And had to get water form a old rusted pump because he had really no water left in his water bottle",1.0,1.0,,1.0,90
6039,3,"In the story “Do not exceed posted speed limit” by Joe Kurmaskie there were many things that effected the cyclist. Such as the water. He had no really good water to drink because of where he was''. When I tryed a drop or two, it had the flavor of battery acid''. He wasnt able to drink the water because the battery acid'' that was in it could have made him very sick. Also the unstable roads that he had to bike through made things hard. ''Rough roads ahead'' To ride on unstable ground can be very hard to do. So just these two examples, the water and Rough roads made the features of the setting deffinitly effect the cyclist.",1.0,1.0,,1.0,119
6040,3,In the essay ‘ Rough Road Ahead Do Not exede posted speed him if many of the featutres of the setting affect the cyclist. At first the cyclist goes by river wich he wount find later in the journey.As he goes along in the journey the heat and lack of water starts to affect him. Also he finds a water fountain that pours hot water with the flavor that has long since been shut down. The cyclist is affected by many features of the setting.,1.0,1.0,,1.0,85
6046,3,"Setting can affect anyone and everyone, in this case it happened to be a cyclist. Since it was June, it happened to be pretty not outside causing the cyclist to lose more body fluid due to his constant movement producing sweat. This makes water a must have. Also, as he passes through, he comes across a sign that read: ROUGH ROAD AHEAD: DO NOT EXCEED POSTED @CAPS1. Since the road was harder to drive on, riding a bike across it isn’t much easier. Anothe way the setting affected the cyclist was the snake that blocked the road, which he thought of to be a diamondback.",1.0,1.0,,1.0,105
6048,3,"The setting affects the  author alot. First he is in a California desert in the middle of June. It is very hot out. This makes the cyclist very tired. There are some cool pines, but they do help much. There is also no where to get water for a very long time. The narration states, “I eased past, trying to keep my balance in my dehydrated state"" (Kurmaskie @NUM1). With no water the cyclist was dehydrated. This hurt his biking skills like balance and led stregth. Finally there was no one around for most of the story. The cyclist did not know how far he had to go until he reached @CAPS1 or water. There was also no one  to help him if he were to have a heat stroke.",1.0,1.0,,1.0,130
6051,3,"The features in the setting affect the cyclist in many ways. When the cyclist was going through the desert, it had be dry old, dirty “…. I came to a fork of sorts, One ramshackle shed, several rusty pumps, and a corral that couldn’t hold in the largest mule greeted me. This side was troubling. “when she wanted to us the rusty water pump farlike substance oozed out and the water seem like to be @NUM1 degrees. “Not two miles into this next section of ride, I notice the terrain changing. Flat road was replaced by short, rolling hills. “This made it more difficult for the cyclist to ride the bike. This would make the cyclist more tired. As the cyclist moved on it was getting more tire and his water supply was going down. It was try me to keep his balance while he kept riding",1.0,1.0,,1.0,147
6054,3,The setting affects the cyclist in many ways. The setting affects the cyclist because the weather is very hot and humid which makes him sweat which is using up energy because his body is trying to stay cool. Also the setting affects the cyclist because there is no water so on top of sweating being out of energy he has no water to refuel his body which makes it very hard for him to keep going.,1.0,1.0,,1.0,76
6056,3,"The wonderful features and settings had a dramatic affect on the author. The affect was bad rather that good. First, there was the almost unbearable heat. The author had limited amount of water and used a lot of it because of the smoltering temperatures. Another feature that had a great impeidence on the author’s well being would be the lack of water in the pumps he stumbed across at the snack. Lastly would be the tar-like substance that came out of the pump when author tried to get water. There was also Brackish water in the that tasted suspiciously like Battery acid.",1.0,1.0,,1.0,102
6062,3," The bike rider in the short story “Do not exceed posted speed limit” by @PERSON1, is greatly affected by the condition of land around him. He is riding through the extremely dry desert and is running, low on water. However since it is such a dry place he can’t find any. Also since it is out in the middle of no where, there is no one he can ask for some. If this story was set somewhere else he wouldn’t have has either problems.",1.0,1.0,,1.0,84
6066,3,"The setting in the features of the cyclist is that if it is too hot or too cold, it could affect how the cyclist is riding . If it’s to hot the cyclist would get exhausted a lot faster . And if it’s to cold then the cyclist would @MONTH1 be get sick . Also if it‘s  too windy then he would go a lot slower if he is going in the wind’s direction.",1.0,1.0,,1.0,74
6077,3,"The settings affect the cyclists for many reasons. One, if the setting is nice, the rider can concentrate on the scenery not on only pain they are having. also, if the setting isn’t very nice, the rider would probably concentrate more on the pain than they would the scenery. another thing is if the setting is very hilly & the rider has to drive over it, it @MONTH1 not feel the greatest. The cyclist would get even more pain than before plus the cyclist could could get dehydrated faster, the setting really does affect the cyclist.",1.0,1.0,,1.0,96
6082,3,"Sun, amount of miles, people all are reasons why the setting affects the cyclist. For example, the sun was beating down on him every time and the cyclist seemed to complain that it was so hot. Also, he said that he really didn’t seem to notice it through in his mind it affected the cyclist. Next, the amount of miles that the cyclist was biking affected him mentally because people kept,",1.0,1.0,,1.0,71
6086,3,"The features of the setting affect the cyclist because it is hard to go far on a bike when the place, you are ridding is dry, abandoned, a quiet, hot cold and straight forward. It tells you that the setting is abandoned when if says “there was none in sight, not a building, car or structure of any kind"". This would make it hard for a cycler because you need a good water supply and thats hard to keep when there is nothing around.",1.0,1.0,,1.0,84
6090,3,"There are many ways that the setting affected the cyclist. One way is in the story when it says that it was very hot, he could become dehydrated and could possibly have a heat stroke, also the rodes were windy. This could be a problem because hes tired so he might not be able to go around the turns, he might just keep going straight and then get lost even more. That is all about how the features of the setting affect the cyclist in the story.",1.0,1.0,,1.0,87
6094,3,"The setting affects the cyclist in a large way. He has a hard time going on his journey. He began to lose hope, get tired, and began to think he was going to die. The settings played the biggest role. It was very hot with no people or buildings around him. He had very little water and no place to get anymore. He then encountered a large snake which made it worse because he was in fear with no one around to help him. If he would have followed his own directions instead of the old men he would not have had this problem. The setting around him really made his trip a hard one with no water, people, towns, or buildings around him.",1.0,1.0,,1.0,124
6106,3,"The author had to bike through extremely hot weather. This made him feel sweat a lot. The narration states, “Wide rings of dried sweat circled my shirt” (@NUM1). This caused him to drink water until he ran out. The narration states, “The water bottles contained only a few tantalizing sips” (@NUM1). He then had to suck on pebbles which he could have choked on. The narration states, “With any luck I’d hit a bump and lodge one in my throat”(@NUM1).",1.0,1.0,,1.0,80
6112,3,The setting of the story affects the cyclist in most of the story. The heat made him hot & thirsty while the travel gave him a lack of energy and even     of a need for water. In paragraph @NUM1 the writer says one of the hills was “long and a               “ The hill was wearing him out & draining what was left of his energy. The setting of the story was the biggest party if the road was flat and bumpy while the tempeture was,1.0,1.0,,1.0,85
6117,3,"There are many ways the features of the setting affect the cyclist. One feature is the weather. When a cyclist is on a trip the weather could affect the setting greatly. An example, if it started to rain the roads could become very slippery and dangerous to ride your bike on. The cyclist and his bike could crash and die. Just cause of the weather. Another feature is the animals. An animal is important cause any were you do the are different animals that do different things. If the cyclist knows  the animals around the area that he is traveling he could keep safe and not be harmed. Ti’s better to know the area and feel safe. Then not knowing what’s going to happen next.",1.0,1.0,,1.0,125
6119,3,"The setting in this short story “Rough Road Ahead: Do Not Exceed Posted Speed Limit” is a hot, sunny desert, in which all towns have been abandoned, “The sun was beginning to beat down” (@NUM1) “ i arrived at the first town it fit the defination of a ghost town (@NUM1) trational. The cyclist at this point is not, tired and worried about the lack of water. The setting and cyclist’s state run side by side.",1.0,1.0,,1.0,76
6126,3,"If I had a choice to ride a bike in California or vermont, it would be a no-brairer to bike in vermont. The temperature in vermont would be much cooler than in California. In the story the cyclist comlains about the ""wide rings of dried sweat"" and the possibility of heatstroke. It is proven that when temperatures rise, you tend to lose more water from your body. Had the cyclist gone to a cooler site at a different time of year he wouldn't have struggled with dehydration on his bike ride. ",1.0,1.0,,1.0,91
6130,3,"The features of the setting keep affecting the cyclist because first its hopeful then he relizes its hopeless. He was laughting when people told him the right directions and now “It was sad, hopeless laught, mind you, but at least I still had energy to feel bad for self.” said the cyclist when he was refering back to the first town. The reason this affect the cyclist is at first he was going good then he got thirsty and bad things happened.  thats how it affect th cyclist.",1.0,1.0,,1.0,88
6136,3,The features affect the cyclist because of how the road is made. If the road is a downhill ride the cyclist might ride faster. The road might be up the hill so he @MONTH1 go slow. There could be a possibility that the road might have bump rocks or grass on it that could be something tough to ride through. So the affect of the cyclist is depending on how the roads are made.,1.0,1.0,,1.0,74
6140,3,"The settings of cyclist affects the way cyclist perform. If the weatheris too hot then the cyclist might slow down because of the sun beating down on them. If its too cold, the cyclist puts on more clothes which might weigh them down from achieving the speed they need to obtain. The bike has to be stable. Riding on rough roads, braking, speeding, chains in good conditions. The area were the cyclists rides sets the mood. If its a nice scenary the cyclist might be in a wonderful mood as to the scenary being dark and gloomy with nasty weather behind it the cyclist might not be as happy as they could be. These typess of things @MONTH1 help determine how settings can affect the cyclist.",1.0,1.0,,1.0,126
6155,3,"The features of the setting affected the cyclist in a lot of ways. in the essay, the author describe how the setting is hot, it is bumpy, it makes him sweat, it makes him tired, he is also, running out of water from his thirst. The road gets, very rocky at one point. The narrator states “Flat road was replaced by short, rolling hills (Kurmaskie @NUM1). There is also a photograph that shows how rough the terrain is. It is barrain with nothing around it.",1.0,1.0,,1.0,85
6170,3,"The features in the setting are very effective to the cyclist. He is in a desert area of California and he has limited water supply. It is very hot and very dry. He barely had an water to drink and he had to go a long way in the hot and humid weather. The deficiency of water could have made him became dehydrated. Another obstacle that he had during this biking trip to Yosemite National Park was the hills that he faced. At the beginning, he was on flat terrain, now he has hills that he has to pedal up that makes it a lot harder for him. One other obstacle that he faced was the snake he ran into. That setting had many obstacles for this guy. If it wasn't for the heat and lack of water, he might have been able to make it a little easier.",1.0,1.0,,1.0,149
6175,3,"In the setting of “ Rough road ahead: do non excee posted speed limit.” The cyclist is greatly affected. In the beginning the authour is enjoying a nice campground outside lodi California when “old-timers” told the cyclist directions and from his piont of view  ""they'd  sounded so sure of themselves when pointing off out land marks and spouting off towns  I would come to along this breezy aunt.” So the cyclist used that information and it wasn’t for   The Better.",1.0,1.0,,1.0,80
6176,3,"How the features of the setting affect the cyclist because when the old guy had told him do you know where to go? An the other guy was like “ yes sir! I own a very good map” so how did it change for the man that was riding this bike he saw all of those towns an a sign that said Rough Road ahead. That the man would always stick to the future. What had change was he saw all of those buildings, town, an he was going an going. I think he might stick with the future.",1.0,1.0,,1.0,99
6193,3,"The features of the setting affect the cyclist greatly. First, is the beating sun. The heat dyhydrates and almost kills him. The rocky road is also a factor. It takes up the time and energy he has to preform. Another key ingreedient of the setting was the desert. There was no one to help him and there wasn't a place to get water. In conclusion the setting was a big factor in the story.",1.0,1.0,,1.0,74
6196,3,The ways that can effects the cyclist by the setting of the place are how the road is shaped or the riding up the hills and the roughness of the rode. There were an sign where it said “rough road ahead: do not exceed posted speed limit.” That sign if he didn’t see it he would have over the speed or didn’t know what the speed he was to go as a cyclist and gotten hurt. The road was made for the cars so the speed limit is hard to,1.0,1.0,,1.0,90
6204,3,"In the essay “Do not exceed posted spedd limit” by @PERSON1 many features of the setting effect the cyclist. First, when he arrived at the first “town” and said, “this place might have been a thriving little spot at one time – say, before the last world war.” This deserted ghost town setting was like a joke and had a small effect on the cyclist because it was the beginning of the day and he still had a good water supply. Though when he arrived at the ramshackle shed surrounded by several rusty pumps the effect it had wasn’t so mild. He says, “The sight was troubling.” Then when he got on his hands and knees and started working the pump the situation didn’t get much better. All that came out was a drop or two that tasted like battery acid. Lastly, when he arrived at an abandoned welch’s Grape juice factory after several miles. This had a very wearing effect on him since the water supply was low and he had cycled into disappointment after disappointment. This setting in this essay seemed very abandoned and hopeless. It was only determination that got this cyclist through it.",1.0,1.0,,1.0,197
6211,3,"The features of the setting affect the cyclist. One reason the features of the setting affect him is because it is hot outside which makes him need more water. An example of this is “I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of California in June.” @CAPS1 example of being hot outside is “A tarlike substance oozed out, followed by brackish water feeling somewhere in the neighborhood of two hundred degrees.” ",1.0,1.0,,1.0,80
6214,3,"Being a cyclist and in the condition he was in would be even worse in the setting he was in, such as the heat of California, and difficult condition of the path he was on. Him being so hot and tired from the difficult hilly trail would be worse with having the lack of supply of water. The author was very dehydrated and was on the verge of fainting. If it were not so hot, the cyclist would have been in a much better condition.",1.0,1.0,,1.0,85
6232,3,"In the story, “Do not exceed posted speed limit,” the setting is an all- important factor. The author feels the need to describe the path that the cyclist is following and the details each place he stops, such as in “one ramshackle shed…and a corral that couldn’t hold the lamest mule…” and “The cool pines and rushing rivers of Yosemite…” In a story such as this setting is of great importance especially since it is so rapidly changing. The story itself would be of much different quality likely for a lower quality, if the author never put emphasis on the areas that the cyclist rode past, this story would not be worth reading if the author were not as skilled a writer as he is.",1.0,1.0,,1.0,125
6234,3,"The feature of setting affect the cyclists because if you are a guy and you ride a bike then you might have to where about falling of your bike, or out of water. I you keep at a fast past and don’t have any water then you can get dehydrated. In the essay it tells how he had ran out of water and he thout he was going to die he had gotten dehydrated but lukly he had find some were to get something to drink",1.0,1.0,,1.0,86
6244,3,The features of the setting affects the cyclist in many ways. One way it affects the cyclist is because of the weather condition. Being that it is very hot outside the cyclist does not have enough water. Another way it affects the cyclist is because of the condition alongside the road. For example the tumbleweeds and the snakes. Being that its not out most likely the desert is in process of a drought and he gets very dehydrated. I believe these are the reasons because it all makes a lot of sense and affects the cyclist.,1.0,1.0,,1.0,96
6246,3,"The cyclist is dehydrated. He has lack of water for a significant distance before he realizes “that the old men would have been right,had he been riding,” before the last word war.” But any “town” he rode into, was just a run down, deserted, and abandoned piece of desert. He says,“It was a sad, hopeless, laugh, mind you, but at leas I still had the energy to feel sorry for myself.” @CAPS1 that he was getting more and more dehydrated, but was not quite ready to die. He still had enough energy to keep going, But “hope was fading.” Then all at once after climbing a large hill he gains all hope back. He sees “Gary and Wilber’s fish camp” The rider is safe now, he stumbles into the modern looking bathroom and drinks from the sink. He is now safe, ready to ride, and avoid all men who haven’t moved from their front porches in years.",1.0,1.0,,1.0,157
6248,3,"The features of the setting affect the cyclist by the hottnes of the deserts of California because the cyclist was sweating, and drinking his water bottles. Also when the cyclist saw the building, he thought he could rest and maybe get a ride to where he was going but, the building was abandoned years earlier so the cyclist couldn’t stop. These are some features of the setting that affect the cyclist.",1.0,1.0,,1.0,71
6261,3," In the essay, “Do Not Exceed Posted Speed Limit,” written by Joe Kurmaskie, the features of the setting affect the cyclist. One feature that affects him is that he is cycling “through the high deserts of California in June”(Kurmaskie). This affect would mean that the author would be dehydrated faster. The cyclist, author, is dehydrated before he can make it to the next town because he “gathered up a few pebbles and stuck them in [his] mouth”(Kurmaskie).",1.0,1.0,,1.0,77
6273,3,"The features of setting affects the cyclist because the setting then you won’t had, lots on hills. Also there was no water. For example, in the story He says in was were hilly area. Also he says that there are no buliding he is all by him self which @MONTH1 make him scared. So the setting affects the cyclist by being a very hot dry cimate with no water and no builiding; and no peole to ask for direcions would make him scared and lost and fearful of what is going to happen to him.",1.0,1.0,,1.0,95
6274,3,"During the cyclist journey he was faced with many ?? ??. Mostly the driver ?? and out of water. In the essay it says how he arrived at the first town and was in search for water. It said ""This place might have been a thriving little spot at one time-say, before the last world war."" This affected the cyclist because he was running out water. Another feature of the setting that affected the cyclist was the heatstrokes, and not a single car or building the whole way. ",1.0,1.0,,1.0,88
6278,3,"The setting explains an early summer evening with some eccentric men. The mood that he would be in would probably be lively. “Like a foolish youth, the next morning I followed their advice…” (Kurmaskie) says that if you were very lively, I would take that as a way of being drunk without being drunk, and doing whatever someone thinks you should do without knowing you are being persuaded to do it.",1.0,1.0,,1.0,71
6281,3,"The features of the setting affect the cyclist in many ways. Ranging from temperature, surroundings, and the availability of water. First of all, the cyclist felt tired and exhausted because of the temperature and terrain, For example, “I was traveling through the high deserts of California in June.” I can imagine the cruelty of the heat beating down on him while riding down the roads. It would make me tired and exhausted also. Second of all, the surroundings as he rode affected him and made him have less confidence as he rode further. For example, “This place might have been a thriving little spetatore time say, before the last world war-last on that morning it fit the traditional definition of a ghost town.” It shows how the information he had been giving caused him to feel unsure of where he was going. I’d feel uncapable and would do the same in his situation. Lastly, the lack of water made him scared. For example, “conserve my water and go instead for an hour or so a lest of my inner spirit.” It made him think the situation wasn’t good. So as one can see, it affected the cyclist in many ways.",1.0,1.0,,1.0,200
6294,3,"There are many features in the setting that will affect the cyclists. One feature is the climate. When you are cycling and it is really hot you can dehydrate very fast. If it is really cold it is harder to breath and catch your breath. Another feature in the setting that can affect a cyclist is the terrain. If there are too many hills that are really steep than you will get very tired quickly and when it is rocky you have a posablity to fall off the bike and hurt yourself. Last feature in the setting that will affect a cyclist is how isolated the road is. If a cyclist runs out of water and there are no places to stop on the road, this could be almost deadly to a cyclist. Also if the road is so isolated and you get hurt who would find you. This is another deadly situation. These are the main features in the setting that can affect the cyclist.",1.0,1.0,,1.0,166
6297,3,"The features of the setting affected the cyclist in a few ways. The first was the cool forested road that he set out on. Since the rote not easy, he felt confident and started end in the wrong direction. Another factor was when he rode into the desert. The cyclist was becoming dehydrated and whats little water he could find tasted like battery acid. These factors affected the cyclist by giving him false hope and nearly lead him to his death.",1.0,1.0,,1.0,81
6316,3,"The features of the setting affects the setting by all the big hills, and all the roughness of the roads. As the essay says ''flatroad was replaced by short, rolling hills. After I crested the first few of these a large highway sigh jumped out at me,” prety much what it is saying is the flat road soon turned into rolling hills. If I was the cyclist riding up the hills my legs would get very tired and sore after a while one example, is when my friend ,@PERSON1, and I went  bike riding, we went to @CAPS1 @CAPS2, in fechmisburg, and we had to ride up a big hill, so after a few pedals our legs started hurting, so we decided to just walk go the hill.",1.0,1.0,,1.0,128
6319,3,The features in the setting effects the cyclist because there it different kinds of hills. He has watch out for rocks in the middle of the road. He has to make sure he has a lot of water because it looks like he is in the desert. There is no cars around but he still has to look for any cars in case they came out of nowhere. There is a lot of turns. It is very hot so he has to make sure he does not have a neat scaoke. There is no places where he can stop because there is no shade. There is no stores where he can stop & get water and food at either. That is the setting of the cyclist.,1.0,1.0,,1.0,126
6343,3,"The features of the setting affects the cyclist in many ways. If the cyclist was riding his bike in @LOCATION1 in he middle of June he wouldn’t of gotten so dehydrated. This biker is riding in the high deserts of California that reach to @NUM1° degrees. In the middle of @DATE2 in @CAPS1.A it bearly reaches @NUM2° degrees. Also the desert is know to have nothing. If he was riding somewhere else every mile there could be a gas station. Although this cyclist is riding in “No @CAPS2’s @CAPS3”. Lastly the roads in the desert are a lot more dangerous, since people never really drive through, no one really comblains regularly about pot holes and stuff. They are more worried about the cities were many people travel, there is no point to change or fill pot holes where no one really travels.",1.0,1.0,,1.0,142
6348,3,"Throughout the story, the cyclist describes the hot weather and harsh tarrens of the midwest in his quest to find a source of water. He notes several times about the nice @DATE1, which ear him, quickly warms into sweltering heat as he pedals along. He also goes into detail about the change from flat ground to rolling hills on his journey. Behind these aspects make the use frol final much inorder  for the cyclist and gives the reader image as what he is going through.",1.0,1.0,,1.0,85
6362,3,"I think that the features of the setting really do affect the way someone rides a bike because certain places have certain terrain. Some types are not always good for a bike rider because if it’s bumpy then someone could fall off the bike. Also, if it is dark you @MONTH1 not even be able to see where you are going then you could hurt your-self very seriously. That’s why riding a bike is dangerous. Also, if your in the type of enviroment where every thing is smooth then you @MONTH1 be able to have a nice bike ride.  ",1.0,1.0,,1.0,99
6380,3,"There are many ways the setting affected the cyclist in this story like the weather, supply of food and water, wrong estimation for old people and the road. First off the weather was was very dry and it was two hundred degrees, so it made you sweat and hard to breath. The supply of water was harsh not much around at all and when he tryed to get water the pumps would pump out not water. The weather and water supply were two maijor affects on the cyclist.",1.0,1.0,,1.0,88
6404,3,"In the essay “Rough Road Ahead : Do Not @CAPS1 Posted Speed Limit,”  by Joe Kurmaskie”  the features of the setting affects the cyclist. Dehydration caused by heat could not enough water caused the cyclist to sweat and to feel nautious. “wide rings of dried sweat circled my shirt, and the growing realization that I could drop from a heatstroke, caused me to laugh. In this quote he is thinking about all the bad and horrible things that could happen to him because he is already in an bad state. In conclusion, this is how the features of the setting affects the cyclist.",2.0,0.0,,1.0,103
6412,3,The features of the setting affect the cyclist by the road that he was on. He was on a road that had snakes and that the trees where all on the road. The road was like a snake cause it was waved and it had a hug hill that made you go fast and it was hard to star dark because the hill was stipped and know one would ride that hill by if it was a rash than it would have been easier to ride the hill cause than there will be more people these would be some people that are these that can help you if you get hurt. There is also no lights there or if you ride at night then you can’t see where you are going un less you put a light on you bike or himilet then you can ride easier the hill at night. That light there is the features of the setting that affects the cyclist that is going down a hill that know one is there that can help you if you need the help you can get it.,1.0,1.0,,1.0,188
